Kit ID,Borough,Borough_broad,Zipcode,Date Collected,Year Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
20275283,Manhattan,Brooklyn,11230,10/29/2020,2020,11/06/2020,0.008,0.025,,0.047,0.087,
20367709,Manhattan,Brooklyn,11209,01/27/2020,2020,01/28/2020,0.008,0.025,0.001,0.172,0.076,0.019
20370541,Manhattan,Brooklyn,11209,06/20/2020,2020,06/26/2020,0.006,0.025,0.002,0.13,0.055,0.014
19258296,QUEENS,Queens,11375,03/11/2019,2019,03/13/2019,0.006,0.025,,0.226,0.243,
20267634,Queens,Queens,11375,01/24/2020,2020,01/27/2020,0.006,0.025,,0.248,0.018,
20370766,Queens,Queens,11379,06/24/2020,2020,07/02/2020,0.005,0.025,0.003,0.195,0.029,0.022
16336769,REGO PARK,Queens,11374,01/01/2017,2017,01/06/2017,0.004,0.025,0,0.204,0.043,0.016
16225500,STATEN ISLAND,Staten Island,10306,02/10/2016,2016,02/12/2016,0.044,0.025,,0.23,0.028,
15224004,BAYSIDE,Queens,11361,10/04/2015,2015,10/08/2015,0.122,0.024,,0.129,0.062,
14221622,BROOKLYN,Brooklyn,11229,07/30/2014,2014,08/01/2014,0.022,0.024,,0.113,0.038,
14221746,BROOKLYN,Brooklyn,11209,08/17/2014,2014,08/19/2014,0.008,0.024,,0.133,0.05,
16225326,BROOKLYN,Brooklyn,11218,02/21/2016,2016,02/26/2016,0.048,0.024,,2.307,2.498,
18254048,BROOKLYN,Brooklyn,11216,10/10/2018,2018,10/15/2018,0.147,0.024,,0.192,0.03,
18350257,BROOKLYN,Brooklyn,11215,08/13/2018,2018,08/20/2018,0.005,0.024,0.013,0.262,0.04,0.019
19266827,BROOKLYN,Brooklyn,11216,12/27/2019,2019,01/02/2020,0.005,0.024,,0.32,0.108,
14220602,FOREST HILLS,Queens,11375,01/29/2014,2014,02/04/2014,0.025,0.024,,0.233,0.02,
14220791,FOREST HILLS,Queens,11375,03/15/2014,2014,03/18/2014,0.003,0.024,,0.193,0.019,
15224052,MIDDLE VILLAGE,Queens,11379,10/12/2015,2015,10/15/2015,0.004,0.024,,0.071,0.021,
16235320,NEW YORK,Manhattan,10025,10/06/2016,2016,10/13/2016,0,0.024,,0.145,0.03,
17241242,NEW YORK,Manhattan,10016,05/12/2017,2017,05/16/2017,0.013,0.024,,0.038,0.008,
17243064,STATEN ISLAND,Staten Island,10301,01/18/2018,2018,01/23/2018,0.003,0.024,,0.355,0.089,
18253787,STATEN ISLAND,Staten Island,10314,10/04/2018,2018,10/05/2018,0.004,0.024,,0.066,0.116,
18356072,WHITESTONE,Queens,11357,12/18/2018,2018,12/21/2018,0.082,0.024,0.022,0.289,0.008,0.006
14300314,BRONX,Bronx,10469,07/03/2014,2014,07/08/2014,0.006,0.023,0.003,0.183,0.031,0.02
16235149,BROOKLYN,Brooklyn,11234,11/26/2016,2016,12/01/2016,0.017,0.023,,0.066,0.029,
17243824,BROOKLYN,Brooklyn,11237,08/24/2017,2017,09/01/2017,0.007,0.023,,0.15,0.023,
19358304,BROOKLYN,Brooklyn,11203,03/17/2019,2019,03/19/2019,0.031,0.023,0.002,0.31,0.03,0.037
16224908,MIDDLE VILLAGE,Queens,11379,01/25/2016,2016,02/01/2016,0.019,0.023,,0.139,0.104,
15223813,NEW YORK,Manhattan,10032,08/27/2015,2015,09/01/2015,0.005,0.023,,0.178,0.136,
19265610,NEW YORK,Manhattan,10002,12/18/2019,2019,12/26/2019,0.005,0.023,,0.715,3.208,
19264593,Queens,Queens,11370,09/11/2020,2020,09/18/2020,0.003,0.023,,0.128,0.017,
20269605,Queens,Queens,11105,04/27/2020,2020,05/04/2020,0.005,0.023,,0.179,0.017,
15222553,RIDGEWOOD,Queens,11385,01/31/2015,2015,02/05/2015,0.004,0.023,,0.158,0.043,
18253589,STATEN ISLAND,Staten Island,10304,10/07/2018,2018,10/10/2018,0.003,0.023,,0.119,0.038,
14300329,SUNNYSIDE,Queens,11104,11/19/2014,2014,11/25/2014,0.005,0.023,0.001,0.102,0.011,0.009
15222516,BRONX,Bronx,10463,01/23/2015,2015,01/26/2015,0,0.022,,0.128,0.357,
14222072,BROOKLYN,Brooklyn,11226,10/24/2014,2014,10/27/2014,0.046,0.022,,0.149,0.089,
15222782,BROOKLYN,Brooklyn,11225,03/15/2015,2015,03/18/2015,0.002,0.022,,0.49,0.092,
16329219,BROOKLYN,Brooklyn,11229,04/16/2016,2016,04/21/2016,0.004,0.022,0.002,0.144,0.032,0.017
16329283,BROOKLYN,Brooklyn,11229,11/05/2016,2016,11/16/2016,0.006,0.022,0.002,0.082,0.02,0.007
16236056,BROOKLYN,Brooklyn,11226,11/18/2016,2016,11/28/2016,0.012,0.022,,0.221,0.073,
17243729,BROOKLYN,Brooklyn,11234,08/09/2017,2017,08/14/2017,0.006,0.022,,0.061,0.02,
18255060,BROOKLYN,Brooklyn,11210,11/13/2018,2018,11/14/2018,0.005,0.022,,0.227,0.037,
19259229,BROOKLYN,Brooklyn,11216,04/05/2019,2019,04/10/2019,0.031,0.022,,0.317,0.031,
16235010,FLUSHING,Queens,11358,09/19/2016,2016,09/26/2016,0.006,0.022,,0.094,0.015,
14300300,FOREST HILLS,Queens,11375,02/05/2014,2014,02/10/2014,0.008,0.022,0.002,0.207,0.061,0.012
14300303,FOREST HILLS,Queens,11375,04/13/2014,2014,04/18/2014,0.005,0.022,0.005,0.204,0.017,0.014
20268982,Manhattan,Brooklyn,11223,11/15/2020,2020,11/23/2020,0.009,0.022,,0.183,0.056,
14221821,NEW YORK,Manhattan,10012,11/10/2014,2014,11/19/2014,0.005,0.022,,0.095,0.038,
16226334,NEW YORK,Manhattan,10024,03/07/2016,2016,03/14/2016,0.018,0.022,,1.738,2.006,
18256184,QUEENS,Queens,11358,01/06/2019,2019,01/09/2019,0.016,0.022,,0.249,0.201,
19264550,Queens,Queens,11429,09/18/2020,2020,09/25/2020,0.013,0.022,,0.117,0.167,
18348631,BRONX,Bronx,10461,04/25/2018,2018,04/30/2018,0.008,0.021,0.002,0.179,0.049,0.018
15300372,BROOKLYN,Brooklyn,11228,01/29/2016,2016,02/04/2016,0.007,0.021,0.002,0.176,0.055,0.013
16233057,BROOKLYN,Brooklyn,11215,08/09/2016,2016,08/12/2016,0.003,0.021,,0.381,0.089,
16233765,BROOKLYN,Brooklyn,11221,08/30/2016,2016,09/02/2016,0.015,0.021,,0.344,0.203,
16232829,BROOKLYN,Brooklyn,11231,09/26/2016,2016,09/28/2016,0.001,0.021,,0.218,0.069,
16235561,BROOKLYN,Brooklyn,11216,10/20/2016,2016,10/26/2016,0.008,0.021,,0.225,0.223,
17240744,BROOKLYN,Brooklyn,11230,04/21/2017,2017,04/24/2017,0.004,0.021,,0.148,0.019,
17343259,BROOKLYN,Brooklyn,11225,07/15/2017,2017,07/27/2017,0.017,0.021,0.002,0.182,0.032,0.014
17245898,BROOKLYN,Brooklyn,11215,12/03/2017,2017,12/06/2017,0.002,0.021,,0.186,0.028,
16234404,FLUSHING,Queens,11367,08/24/2016,2016,08/29/2016,0.092,0.021,,0.057,0.017,
18250797,FLUSHING,Queens,11358,08/02/2018,2018,08/06/2018,0.003,0.021,,0.128,0.02,
16329269,FOREST HILLS,Queens,11375,09/16/2016,2016,09/22/2016,0.002,0.021,0,0.328,0.037,0.023
16232495,HOWARD BEACH,Queens,11414,06/26/2016,2016,07/01/2016,0,0.021,,0.115,0.032,
17237260,JACKSON HEIGHTS,Queens,11372,01/24/2017,2017,01/27/2017,0.005,0.021,,0.136,0.095,
20270341,Manhattan,Brooklyn,11216,05/24/2020,2020,06/05/2020,0.008,0.021,,0.314,0.1,
20372811,Manhattan,Brooklyn,11209,10/04/2020,2020,10/13/2020,0.016,0.021,0.004,0.365,0.167,0.024
20375812,Manhattan,Brooklyn,11229,12/02/2020,2020,12/11/2020,0.006,0.021,0.003,0.132,0.013,0.011
16232404,MASPETH,Queens,11378,06/24/2016,2016,07/01/2016,0.023,0.021,,0.207,0.034,
18248690,MIDDLE VILLAGE,Queens,11379,04/28/2018,2018,05/03/2018,0.014,0.021,,0.126,0.023,
17238012,NEW YORK,Manhattan,10023,12/04/2018,2018,12/12/2018,0,0.021,,0.183,2.861,
19362205,QUEENS,Queens,11421,07/22/2019,2019,07/23/2019,0.004,0.021,0.002,0.163,0.032,0.023
15222992,REGO PARK,Queens,11374,04/19/2015,2015,04/24/2015,0.003,0.021,,0.199,0.029,
16228008,STATEN ISLAND,Staten Island,10310,03/28/2016,2016,03/30/2016,0.015,0.021,,0.122,0.031,
18248022,BRONX,Bronx,10461,03/28/2018,2018,04/02/2018,0.006,0.02,,0.156,0.043,
14221255,BROOKLYN,Brooklyn,11215,05/25/2014,2014,05/30/2014,0.006,0.02,,0.292,0.164,
16226979,BROOKLYN,Brooklyn,11229,03/22/2016,2016,03/28/2016,0.006,0.02,,0.159,0.043,
16329236,BROOKLYN,Brooklyn,11220,06/23/2016,2016,06/28/2016,0.009,0.02,0.004,0.165,0.026,0.013
16336771,BROOKLYN,Brooklyn,11234,02/08/2017,2017,02/13/2017,0.012,0.02,0.003,0.114,0.017,0.008
17237958,BROOKLYN,Brooklyn,11209,02/10/2017,2017,02/21/2017,0.006,0.02,,0.202,0.043,
18350470,BROOKLYN,Brooklyn,11209,10/10/2018,2018,10/15/2018,0.011,0.02,0.003,0.245,0.026,0.017
18350471,BROOKLYN,Brooklyn,11209,06/27/2018,2018,06/28/2018,0.004,0.02,0.002,0.119,0.029,0.016
19262160,BROOKLYN,Brooklyn,11220,11/13/2019,2019,11/14/2019,0.011,0.02,,0.207,0.028,
19264971,BROOKLYN,Brooklyn,11234,10/22/2019,2019,10/24/2019,0.005,0.02,,0.182,0.031,
20267079,BROOKLYN,Brooklyn,11215,01/12/2020,2020,01/14/2020,0.003,0.02,,0.396,0.035,
16234568,FOREST HILLS,Queens,11375,08/26/2016,2016,08/29/2016,0.008,0.02,,0.248,0.032,
16235212,FOREST HILLS,Queens,11375,10/01/2016,2016,10/05/2016,0.006,0.02,,0.145,0.029,
16235568,LITTLE NECK,Queens,11363,10/25/2016,2016,10/27/2016,0.005,0.02,,0.173,0.029,
19264700,Manhattan,Brooklyn,11229,01/09/2020,2020,01/10/2020,0.006,0.02,,0.152,0.016,
16234180,NEW YORK,Manhattan,10011,08/18/2016,2016,08/22/2016,0.012,0.02,,0.176,0.098,
19361835,QUEENS,Queens,11358,08/15/2019,2019,08/26/2019,0.003,0.02,0.002,0.14,0.019,0.014
19259863,QUEENS,Queens,11421,07/11/2019,2019,07/12/2019,0.005,0.02,,0.156,0.043,
14221460,BROOKLYN,Brooklyn,11223,06/22/2014,2014,06/25/2014,0.008,0.019,,0.23,0.115,
16232102,BROOKLYN,Brooklyn,11233,06/07/2016,2016,06/10/2016,0.003,0.019,,0.246,0.03,
16234532,BROOKLYN,Brooklyn,11221,08/26/2016,2016,08/29/2016,0.007,0.019,,0.147,0.022,
17243637,BROOKLYN,Brooklyn,11220,08/03/2017,2017,08/08/2017,0.132,0.019,,0.461,0.301,
19365190,BROOKLYN,Brooklyn,11215,10/30/2019,2019,10/31/2019,0.099,0.019,0.001,0.292,0.037,0.014
19362324,BROOKLYN,Brooklyn,11218,08/09/2019,2019,08/12/2019,0.37,0.019,0.013,0.273,0.037,0.03
20274464,Brooklyn,Manhattan,10024,10/01/2020,2020,10/09/2020,0.002,0.019,,0.041,0.407,
14300299,FOREST HILLS,Queens,11375,02/06/2014,2014,02/11/2014,0.082,0.019,0.002,0.142,0.017,0.011
14300301,FOREST HILLS,Queens,11375,03/18/2014,2014,03/20/2014,0.019,0.019,0,0.213,0.018,0.009
15300344,JAMAICA,Queens,11432,02/17/2015,2015,02/20/2015,0.002,0.019,0,0.125,0.035,0.008
15224463,JAMAICA,Queens,11432,12/06/2015,2015,12/08/2015,0.002,0.019,,0.108,0.053,
19262017,Manhattan,Brooklyn,11203,01/03/2020,2020,01/14/2020,0.029,0.019,,0.356,0.068,
20276089,Manhattan,Brooklyn,11234,12/12/2020,2020,12/21/2020,0.011,0.019,,0.133,0.016,
17243340,QUEENS,Queens,11104,02/24/2019,2019,03/04/2019,0.013,0.019,,0.204,0.054,
19266812,Queens,Queens,11375,01/07/2020,2020,01/09/2020,0.005,0.019,,0.222,0.026,
20267101,Queens,Queens,11104,01/12/2020,2020,01/14/2020,0.008,0.019,,0.203,0.14,
18354766,RIDGEWOOD,Queens,11385,11/11/2018,2018,11/14/2018,0.008,0.019,0.003,0.137,0.021,0.018
16236398,SOUTH RICHMOND HILL,Queens,11419,12/14/2016,2016,12/16/2016,0.008,0.019,,0.146,0.157,
15300355,STATEN ISLAND,Staten Island,10314,04/05/2015,2015,04/10/2015,0.004,0.019,0.001,0.171,0.017,0.01
16300398,ASTORIA,Queens,11105,04/24/2016,2016,05/02/2016,0.014,0.018,0.004,0.122,0.012,0.009
16229419,BRONX,Bronx,10455,07/05/2016,2016,07/13/2016,0.033,0.018,,0.298,0.228,
18247851,BRONX,Bronx,10466,03/23/2018,2018,03/28/2018,0.088,0.018,,0.144,0.099,
20370231,Bronx,Bronx,10464,05/28/2020,2020,06/05/2020,0.004,0.018,0.001,0.161,0.038,0.018
14221009,BROOKLYN,Brooklyn,11233,04/12/2014,2014,04/17/2014,0.041,0.018,,0.098,0.007,
15223906,BROOKLYN,Brooklyn,11228,10/18/2015,2015,10/21/2015,0.012,0.018,,0.153,0.053,
15224215,BROOKLYN,Brooklyn,11238,11/09/2015,2015,11/12/2015,0.007,0.018,,0.131,0.01,
15300377,BROOKLYN,Brooklyn,11238,12/27/2015,2015,01/04/2016,0.008,0.018,0.001,0.135,0.046,0.008
16230646,BROOKLYN,Brooklyn,11214,07/24/2016,2016,08/01/2016,0.007,0.018,,0.115,0.028,
16230467,BROOKLYN,Brooklyn,11214,07/27/2016,2016,08/01/2016,0.008,0.018,,0.113,0.015,
17237238,BROOKLYN,Brooklyn,11215,01/26/2017,2017,02/02/2017,0.128,0.018,,1.282,0.055,
17243468,BROOKLYN,Brooklyn,11206,07/25/2017,2017,08/02/2017,0.004,0.018,,0.116,0.011,
17244582,BROOKLYN,Brooklyn,11233,09/27/2017,2017,09/28/2017,0.008,0.018,,0.12,0.043,
18248344,BROOKLYN,Brooklyn,11218,05/29/2018,2018,05/30/2018,0.003,0.018,,0.355,0.03,
19262155,BROOKLYN,Brooklyn,11218,07/19/2019,2019,07/19/2019,0.193,0.018,,0.262,0.03,
19359805,BROOKLYN,Brooklyn,11216,05/29/2019,2019,05/30/2019,0.013,0.018,0.003,0.243,0.028,0.024
19258752,BROOKLYN,Brooklyn,11210,03/19/2019,2019,03/21/2019,0.004,0.018,,0.122,0.035,
17236917,NEW YORK,Manhattan,10028,08/03/2017,2017,08/09/2017,0.019,0.018,,2.289,2.234,
19263216,QUEENS,Queens,11412,10/08/2019,2019,10/18/2019,0.05,0.018,,0.241,0.016,
20275579,Queens,Queens,11105,11/24/2020,2020,11/30/2020,0.007,0.018,,0.291,0.04,
20276612,Queens,Queens,11106,12/31/2020,2020,01/11/2021,0.008,0.018,,0.228,0.116,
16226523,ROSEDALE,Queens,11422,03/10/2016,2016,03/18/2016,0,0.018,,0.095,0.03,
18354767,STATEN ISLAND,Staten Island,10304,11/16/2018,2018,11/19/2018,0.006,0.018,0.003,0.211,0.058,0.026
14221559,SUNNYSIDE,Queens,11104,08/23/2014,2014,08/28/2014,0.006,0.018,,0.13,0.06,
14221124,WHITESTONE,Queens,11357,09/19/2014,2014,09/23/2014,0.006,0.018,,0.119,0.008,
14222325,ASTORIA,Queens,11106,12/19/2014,2014,12/22/2014,0.008,0.017,,0.162,0.021,
16228929,ASTORIA,Queens,11106,04/20/2016,2016,04/25/2016,0.011,0.017,,0.135,0.079,
18350022,BELLEROSE,Queens,11426,06/05/2018,2018,06/07/2018,0.004,0.017,0.001,0.105,0.014,0.011
18246507,BELLEROSE,Queens,11426,09/27/2018,2018,10/02/2018,0.013,0.017,,0.123,0.101,
14221174,BROOKLYN,Brooklyn,11220,04/28/2014,2014,05/01/2014,0.015,0.017,,0.332,0.174,
16300384,BROOKLYN,Brooklyn,11225,02/06/2016,2016,02/12/2016,0.011,0.017,0.004,0.232,0.159,0.022
16300391,BROOKLYN,Brooklyn,11209,03/07/2016,2016,03/08/2016,0.006,0.017,0.002,0.361,0.119,0.025
16230949,BROOKLYN,Brooklyn,11221,05/01/2016,2016,05/06/2016,0.015,0.017,,0.136,0.02,
17236901,BROOKLYN,Brooklyn,11229,01/10/2017,2017,01/13/2017,0.008,0.017,,0.496,0.026,
17341735,BROOKLYN,Brooklyn,11238,06/12/2017,2017,06/14/2017,0.102,0.017,0.012,0.194,0.023,0.016
17242753,BROOKLYN,Brooklyn,11231,06/21/2017,2017,06/26/2017,0.004,0.017,,0.16,0.024,
18250115,BROOKLYN,Brooklyn,11209,06/08/2018,2018,06/12/2018,0.003,0.017,,0.094,0.028,
19263099,BROOKLYN,Brooklyn,11233,09/05/2019,2019,09/10/2019,0.007,0.017,,0.234,0.027,
18256203,BROOKLYN,Brooklyn,11221,02/25/2019,2019,03/01/2019,0.006,0.017,,0.238,0.024,
17242364,FLUSHING,Queens,11367,10/01/2017,2017,10/06/2017,0.064,0.017,,7.116,1.823,
14221906,JAMAICA,Queens,11432,12/15/2014,2014,12/17/2014,0.008,0.017,,0.129,0.019,
20274931,Manhattan,Brooklyn,11233,10/12/2020,2020,10/23/2020,0.011,0.017,,0.228,0.018,
18252166,NEW YORK,Manhattan,10025,09/25/2018,2018,09/27/2018,0.007,0.017,,0.016,0.011,
19258569,QUEENS,Queens,11385,03/11/2019,2019,03/14/2019,0.01,0.017,,0.294,0.03,
19357089,QUEENS,Queens,11358,02/18/2019,2019,02/20/2019,0.012,0.017,0.021,0.268,0.162,0.016
20268634,Queens,Queens,11379,02/20/2020,2020,02/21/2020,0.005,0.017,,0.225,0.021,
20374405,Queens,Queens,11370,10/03/2020,2020,10/09/2020,0.003,0.017,0,0.111,0.028,0.011
15300351,RIDGEWOOD,Queens,11385,03/12/2015,2015,03/16/2015,0.005,0.017,0.002,0.185,0.03,0.014
17243746,STATEN ISLAND,Staten Island,10303,08/16/2017,2017,08/22/2017,0.008,0.017,,0.268,0.202,
16233039,SUNNYSIDE,Queens,11104,07/21/2016,2016,07/26/2016,0.008,0.017,,0.108,0.017,
16329226,ASTORIA,Queens,11106,05/16/2016,2016,05/19/2016,0.005,0.016,0.006,0.105,0.058,0.078
18251306,ASTORIA,Queens,11102,08/13/2018,2018,08/16/2018,0.005,0.016,,0.128,0.026,
14221588,BRONX,Bronx,10470,10/20/2015,2015,10/26/2015,0.006,0.016,,0.103,0.019,
15300373,BRONX,Bronx,10470,11/24/2015,2015,11/25/2015,0.005,0.016,0.001,0.126,0.021,0.012
16229741,BRONX,Bronx,10463,04/08/2016,2016,04/12/2016,0.007,0.016,,0.133,0.039,
20272715,Bronx,Bronx,10461,10/11/2020,2020,10/19/2020,0.075,0.016,,0.47,0.051,
15223053,BROOKLYN,Brooklyn,11238,04/30/2015,2015,05/04/2015,0.005,0.016,,0.204,0.085,
16329235,BROOKLYN,Brooklyn,11221,08/18/2016,2016,08/22/2016,0.012,0.016,0.002,0.093,0.039,0.014
17237982,BROOKLYN,Brooklyn,11209,02/27/2017,2017,03/06/2017,0.004,0.016,,0.145,0.017,
17341399,BROOKLYN,Brooklyn,11230,05/16/2017,2017,05/23/2017,0.005,0.016,0.002,0.13,0.018,0.012
17244926,BROOKLYN,Brooklyn,11225,10/16/2017,2017,10/17/2017,0.011,0.016,,0.162,0.027,
17243736,BROOKLYN,Brooklyn,11231,09/10/2018,2018,09/14/2018,0.004,0.016,,0.155,0.028,
18248971,BROOKLYN,Brooklyn,11218,05/06/2018,2018,05/08/2018,0.046,0.016,,0.212,0.026,
16235166,BROOKLYN,Brooklyn,11234,10/14/2018,2018,10/19/2018,0.003,0.016,,0.086,0.017,
19361474,BROOKLYN,Brooklyn,11215,07/23/2019,2019,07/25/2019,0.004,0.016,0.002,0.155,0.038,0.018
19259803,BROOKLYN,Brooklyn,11229,04/24/2019,2019,04/30/2019,0.005,0.016,,0.125,0.043,
19358550,BROOKLYN,Brooklyn,11221,03/10/2019,2019,03/18/2019,0.005,0.016,0.002,0.282,0.092,0.014
19258151,BROOKLYN,Brooklyn,11233,02/28/2019,2019,03/01/2019,0.044,0.016,,0.161,0.119,
19264652,Manhattan,Brooklyn,11229,02/11/2020,2020,02/14/2020,0.006,0.016,,0.154,0.044,
20272092,Manhattan,Brooklyn,11221,09/14/2020,2020,09/21/2020,0.003,0.016,,0.259,0.048,
16230423,MIDDLE VILLAGE,Queens,11379,04/20/2016,2016,04/26/2016,0.005,0.016,,0.128,0.016,
16232046,MIDDLE VILLAGE,Queens,11379,07/11/2016,2016,07/13/2016,0.011,0.016,,0.094,0.017,
19256608,QUEENS,Queens,11354,01/26/2019,2019,01/29/2019,0.001,0.016,,0.193,0.036,
20269684,Queens,Queens,11357,05/27/2020,2020,06/01/2020,0.007,0.016,,0.137,0.015,
15222674,STATEN ISLAND,Staten Island,10314,03/05/2015,2015,03/16/2015,0.003,0.016,,0.173,0.014,
15300370,BAYSIDE,Queens,11361,11/08/2015,2015,11/13/2015,0.083,0.015,0.034,0.118,0.038,0.071
17244818,BRONX,Bronx,10452,10/10/2017,2017,10/17/2017,0.006,0.015,,1.781,0.744,
19261924,BRONX,Bronx,10466,07/17/2019,2019,07/19/2019,0.033,0.015,,0.253,0.127,
20269073,Bronx,Bronx,10465,03/08/2020,2020,03/10/2020,0.022,0.015,,14.003,8.589,
20269445,Bronx,Bronx,10464,04/21/2020,2020,04/27/2020,0.005,0.015,,0.165,0.034,
14222284,BROOKLYN,Brooklyn,11217,12/13/2014,2014,12/18/2014,0.004,0.015,,0.185,0.028,
15300359,BROOKLYN,Brooklyn,11238,05/27/2015,2015,05/28/2015,0.004,0.015,0.003,0.145,0.07,0.013
15223642,BROOKLYN,Brooklyn,11228,07/28/2015,2015,08/04/2015,0.013,0.015,,0.103,0.17,
15224142,BROOKLYN,Brooklyn,11225,10/26/2015,2015,10/30/2015,0.144,0.015,,0.18,0.112,
16329218,BROOKLYN,Brooklyn,11217,04/19/2016,2016,04/22/2016,0.001,0.015,0,0.152,0.096,0.039
16231022,BROOKLYN,Brooklyn,11220,05/13/2016,2016,05/16/2016,0.007,0.015,,0.218,0.021,
16231583,BROOKLYN,Brooklyn,11234,05/23/2016,2016,05/27/2016,0.012,0.015,,0.309,0.028,
17239743,BROOKLYN,Brooklyn,11218,03/17/2017,2017,03/21/2017,0,0.015,,0.068,0.119,
17241475,BROOKLYN,Brooklyn,11228,05/16/2017,2017,05/23/2017,0.004,0.015,,0.153,0.097,
17242695,BROOKLYN,Brooklyn,11226,06/15/2017,2017,06/19/2017,0.233,0.015,,0.043,0.013,
17242945,BROOKLYN,Brooklyn,11209,07/24/2017,2017,07/27/2017,0.007,0.015,,0.118,0.052,
18350259,BROOKLYN,Brooklyn,11218,07/08/2018,2018,07/11/2018,0.013,0.015,0.002,0.313,0.052,0.025
18250337,BROOKLYN,Brooklyn,11207,06/22/2018,2018,06/26/2018,0.002,0.015,,0.169,0.172,
18249120,BROOKLYN,Brooklyn,11215,05/31/2018,2018,06/04/2018,0.004,0.015,,0.217,0.02,
18254079,BROOKLYN,Brooklyn,11217,10/19/2018,2018,10/22/2018,0.004,0.015,,0.239,0.105,
19264674,BROOKLYN,Brooklyn,11203,12/16/2019,2019,12/18/2019,0.012,0.015,,0.078,0.077,
19263162,BROOKLYN,Brooklyn,11238,09/02/2019,2019,09/10/2019,0.008,0.015,,0.253,0.092,
19262959,BROOKLYN,Brooklyn,11217,08/25/2019,2019,08/27/2019,0.007,0.015,,0.115,0.015,
19262834,BROOKLYN,Brooklyn,11203,08/23/2019,2019,08/26/2019,0,0.015,,0.025,0.118,
19258157,BROOKLYN,Brooklyn,11203,05/01/2019,2019,05/08/2019,0.006,0.015,,0.186,0.043,
17244898,CORONA,Queens,11368,10/13/2017,2017,10/17/2017,0.006,0.015,,0.15,0.018,
16230773,FLUSHING,Queens,11358,04/28/2016,2016,05/02/2016,0.002,0.015,,0.246,0.025,
14300319,FOREST HILLS,Queens,11375,06/28/2014,2014,07/02/2014,0.012,0.015,0.003,0.15,0.023,0.018
17346117,JACKSON HEIGHTS,Queens,11372,12/17/2017,2017,12/20/2017,0.018,0.015,0.001,0.107,0.013,0.008
17243125,JACKSON HEIGHTS,Queens,11372,01/15/2018,2018,01/19/2018,0,0.015,,0.343,0.181,
19266860,Manhattan,Brooklyn,11209,01/04/2020,2020,01/15/2020,0.013,0.015,,0.206,0.083,
20272339,Manhattan,Brooklyn,11217,09/21/2020,2020,09/28/2020,0.006,0.015,,0.162,0.044,
20272757,Manhattan,Brooklyn,11232,10/26/2020,2020,11/02/2020,0.001,0.015,,0.081,0.101,
20275340,Manhattan,Brooklyn,11204,11/07/2020,2020,11/13/2020,0.002,0.015,,0.112,0.025,
16224773,NEW YORK,Manhattan,10075,01/13/2016,2016,01/20/2016,0.018,0.015,,0.082,0.004,
16235004,NEW YORK,Manhattan,10024,09/22/2016,2016,09/28/2016,0.003,0.015,,0.129,0.06,
17243477,NEW YORK,Manhattan,10024,07/31/2017,2017,08/04/2017,0.008,0.015,,0.276,0.418,
18248875,NEW YORK,Manhattan,10040,04/30/2018,2018,05/03/2018,0.011,0.015,,0.138,0.127,
19265123,QUEENS,Queens,11103,10/29/2019,2019,10/31/2019,0.025,0.015,,0.257,0.031,
20267727,Queens,Queens,11358,01/31/2020,2020,02/03/2020,0.003,0.015,,0.144,0.015,
20270408,Queens,Queens,11379,06/07/2020,2020,06/12/2020,0.003,0.015,,0.24,0.112,
17343394,RIDGEWOOD,Queens,11385,07/27/2017,2017,08/08/2017,2.826,0.015,0.012,0.343,0.028,0.021
16329280,STATEN ISLAND,Staten Island,10310,10/28/2016,2016,10/31/2016,0.024,0.015,0.003,0.123,0.015,0.012
19265003,STATEN ISLAND,Staten Island,10302,11/03/2019,2019,11/07/2019,0.004,0.015,,0.137,0.019,
14220957,SUNNYSIDE,Queens,11104,03/29/2014,2014,04/04/2014,0.004,0.015,,0.161,0.068,
17243065,BAYSIDE,Queens,11360,07/18/2017,2017,07/25/2017,0.006,0.014,,0.148,0.017,
16225830,BELLEROSE,Queens,11426,02/17/2016,2016,02/23/2016,0.004,0.014,,0.204,0.036,
15223335,BROOKLYN,Brooklyn,11233,07/25/2015,2015,08/04/2015,0.005,0.014,,0.226,0.032,
15223949,BROOKLYN,Brooklyn,11230,09/29/2015,2015,10/08/2015,0.017,0.014,,0.11,0.107,
15224600,BROOKLYN,Brooklyn,11206,01/11/2016,2016,01/19/2016,0.003,0.014,,0.172,0.014,
17237491,BROOKLYN,Brooklyn,11223,01/30/2017,2017,02/06/2017,0.004,0.014,,0.197,0.027,
16235557,BROOKLYN,Brooklyn,11234,02/08/2017,2017,02/09/2017,0.002,0.014,,0.017,0.208,
16235899,BROOKLYN,Brooklyn,11233,10/16/2017,2017,10/23/2017,0.025,0.014,,0.18,0.062,
19266260,BROOKLYN,Brooklyn,11238,12/06/2019,2019,12/10/2019,0.002,0.014,,0.163,0.037,
19264681,BROOKLYN,Brooklyn,11220,11/23/2019,2019,11/25/2019,0.011,0.014,,0.114,0.015,
19263544,BROOKLYN,Brooklyn,11228,09/19/2019,2019,09/23/2019,0.012,0.014,,0.098,0.014,
19362196,BROOKLYN,Brooklyn,11203,08/16/2019,2019,08/20/2019,0.004,0.014,0.002,0.054,0.018,0.014
